rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
15681,utamaduni,adornment,,"mila, desturi, asili, jadi, imani na itikadi za kundi la watu au jamii fulani",,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15682,utamaradi,tattered cloth,"vipodozi, manukato, umaridadi",uturi unaotumiwa kujipambia au kujipodoa| hali ya usafi,,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15683,utambaa,crawling,mararu,nguo iliyochanika au kuraruka,,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15684,utambaaji,oratory,,namna au tendo la kutambaa,,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15685,utambaji,wick,,"mwendo wa fahari na maringo| usemaji, unenaji aghalabu katika majukwaa",,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15686,utambi,bail handle,,"kipande cha kitambaa au uzi kinachotumika kuwashia taa ya mafuta au mshumaa| pamba yenye dawa inayowekwa kwenye kidonda au jeraha| ngozi ya utumbo wa wanyama kama ng''ombe au mbuzi, hutumika kama ugwe au ukamba",,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15687,utambo,identification,mkono,kipande chembamba cha chuma kilicho katika ndoo au birika kinachotumika kushikia ndoo au birika,,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15688,utambulisho,recognition,,hali ya kuwa na cheti au kadi maalum ambayo humbainisha mtu,,0,0,2023-02-19 13:59:52.483+00,2023-02-19 13:59:52.483+00
15689,utambuzi,state of war,"ubainifu, ujuaji",namna au tendo la kutambua au kung''amua,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15690,utamboni,sweetness,,hali ya kuwepo kwa vita,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15691,utamu,elegance,"ladha, mwonjo",hali ya kunoga kwa kitu kitamu au jambo la kuvutia,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15692,utanashati,cobweb,umaridadi,hali ya kujipenda kwa kuvaa vizuri na kupendeza,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15693,utandabui,branch,"kitandabui, utando, utandu","nyuzi za buibui, wavu uliotandazwa na buibui",,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15694,utamviri,globalization,utagaa,(tamviri) tawi la mti,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15695,utandawazi,membrane,,"mfumo wa kimataifa unaorahisisha mawasiliano na mahusiano katika nyanja za kiuchumi, kibiashara na kisiasa uliojikita kwenye maendeleo ya teknolojia ya habari",,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15696,utando,net part,kiwambo,wavu au kitanda cha buibui| ngozi nyembamba au kitu chembamba chochote kinachofunika kitu kingine kama kitandabui,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15697,utanga,broadcasting,,sehemu ya juu au ya chini ya mtego wa dema,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15698,utangazaji,boat seat,,"tendo au kazi ya kusambaza taarifa kwa njia ya magazeti, redio au runinga| namna au tendo la kusambaza habari za kibiashara kuhusu bidhaa fulani",,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15699,utango,introduction,,"kibao cha kukalia katika dau, mashua au mtumbwi",,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15700,utangulizi,coconut fiber,dibaji,namna au tendo la kutangulia| maelezo yanayoandikwa mwanzoni mwa kitabu au makala ili kutoa kwa ufupi habari za mambo yanayozungumzwa humo,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15701,utangule,-,ung'ongo,nyuzi za kumbi la nazi,,0,0,2023-02-19 13:59:52.484+00,2023-02-19 13:59:52.484+00
15702,utao,initiation ceremony,,,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15703,utapishi,vomiting,,namna ya kumtapisha mwari kwa kumpa maelezo ya mwisho wakati wa kumaliza mafunzo ya unyago,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15704,utapishi,joking relationship,,namna au tendo la kutoa chochote tumboni kupitia kinywani,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15705,utani,repetition,"dhihaka, masihara",taratibu au desturi za kimila ambazo zinawafanya watu wanaojuana waweze kuambiana au kutendana jambo lolote la mzaha bila ya kuleta chuki au kero| maneno ya masihara,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15706,utaradidi tazama  uradidi,fraud,,,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15707,utapeli,rope,urogi,udanganyifu au hila aghalabu katika biashara,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15708,utari,malnutrition,,(tari) kamba inayotumika kuvutia chombo iwapo kimekwama| kamba ya chombo chochote,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15709,utapiamlo,branch,,"ugonjwa wa kukosa kupata viinilishe vya kutosha katika chakula, unaowapata zaidi watoto",,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15710,utanzu,procedure,utagaa,(tanzu) tawi mojawapo la kitu kwa mfano fasihi,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15711,utaratibu,clerical work,"mpango, ratiba",(taratibu) namna maalumu ya kutekeleza jambo,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15712,utarishi,willpower,mesenja,"kazi ya mtumishi wa ofisi, kazi ya tarishi",,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15713,utashi,-,,shauku kubwa ya kutaka kufanya jambo fulani,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15714,utasi,complication,,,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15715,utatizaji,Trinity,,usumbufu utokanao na jambo lisiloenda linavyotakiwa,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15716,utasa,ambiguity,,hali ya mwanamke kushindwa kushika mimba,,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15717,Utatu,solving,,"imani ya dini ya Kikristo kuwa Mungu yuko katika nafsi tatu, ''Baba'', ''Mwana'' na ''Roho Mtakatifu'': Utatu Mtakatifu.",,0,0,2023-02-19 13:59:52.595+00,2023-02-19 13:59:52.595+00
15718,utata,undressing,utatizi,(tata) ugumu uliopo katika kufahamika kwa jambo,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15719,utatuzi,governance,"usuluhisho, ufumbuzi","tendo la kuondoa ugumu au utata katika jambo, tendo la kutatua",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15720,utatuzi,seclusion,,tabia ya watoto wadogo ya kuchana nguo mara kwa mara,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15721,utawala,jawbone,enzi,"namna au matendo ya kuendesha shughuli za kutawala za serikali, mamlaka na kadhalika",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15722,utawa,watching,uwali,"hali ya kuishi maisha ya kidini mbali na raha za dunia, maisha ya mtawa| hali ya mtu kukaa nyumbani, aghalabu kwa wanawake baada ya kufiwa",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15723,utaya,mucus,,(taya) mfupa wa kinywani ambao ndio hushikilia meno,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15724,utazamaji,trapping,uangaliaji,namna ya kutazama au kuangalia,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15725,ute,shirking work,"udenda, uderere",majimaji mazito yanayoteleza kutoka katika kitu,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15726,utegaji,customership,,"namna au tendo la kutega, la kumkamata mtu au mnyama",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15727,utegaji,implementation,,"tabia ya kukwepa kazi, upigaji chenga kazi",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15728,uteja,smoothness,,"hali au tendo la kununua kitu au huduma, hali ya kuwa mteja",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15729,utekelezaji,combustibility,,hali ya kufanya jambo kwa kufuata maelezo na kutimiza sheria zilizowekwa au kuhusika,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15730,uteketeke,annihilation,"ulaini, utepetepe",hali ya kuwa laini,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15731,uteketevu,destruction,,namna ya kitu kuungua kabisa au kuteketea,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15732,uteketezaji,slipperiness,"uangamizi, uteketevu",namna ya kuharibu kabisa,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15733,utekezaji,spitting,"uangamizi, uteketevu",namna ya kuharibu kabisa,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15734,utelezi,strolling,,"hali au tendo la kukanyaga kwenye mafuta, matope na kadhalika na kuteleza, kuanguka au kuwa karibu kuanguka| pahali panapoteleza| tendo la kufanya kosa dogo kwa bahati mbaya",,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15735,utemaji,walking,,namna au tendo la kutema mate| namna au tendo la kuchanja au kutema kuni,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15736,utembezi,palm fiber,uasherati,(matembezi) hulka ya kutembea au kuzungukazunguka na kujifurahisha| tabia ya kuzini,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15737,utembeaji,performance,,tendo au tabia ya kutembea mahali,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15738,utembo,feasibility,ufumwele,nyuzi zinazotokana na minazi ambazo hutumiwa kama kamba,,0,0,2023-02-19 13:59:52.596+00,2023-02-19 13:59:52.596+00
15739,utendaji,separation,,namna ya kufanya jambo,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15740,utendekaji,harmony,,uwezekano wa kutenda jambo,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15741,utengaji,separation,,namna au tendo la kuweka kitu kando au mbali na vitu vingine,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15742,utengamano,manufacturing,"utulivu,usawa",hali ya kuwa na amani| hali ya kuwa sawa,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15743,utengano,repeal,,hali au tendo la kuachana au kukaa mbalimbali na kitu kingine bila ya kushirikiana,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15744,utengenezaji,dismantling,uundaji,"namna au tendo la kufanya jambo au kitu kilichoharibika kiwe kizima, shughuli za kutengeneza, kazi ya ukarabati| namna au tendo la kuunda kitu",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15745,utenguo,epic poem,,"ubatilishaji wa sheria, mapatano au mkataba",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15746,utenguzi,winnowing tray,,tendo la kuweka kitu kikae upande| tendo la kuharibu kitu kilichotengenezwa au kukubaliwa,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15747,utenzi,strip,,(tenzi) mtungo wa kishairi ulio na beti nyingi ambao huelezea kisa kimoja ama cha kishujaa au tukio la kihistoria na huwa hauna vina vya kati na kila ubeti huwa na vina vinavyofanana isipokuwa vya mstari wa mwisho kwa mfano utenzi wa ''Mwana Kupona'',,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15748,uteo,abundance,ungo,kifaa kama sinia kilichotengenezwa kwa chane na hutumiwa kupepetea nafaka,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15749,utepe,laziness,,(tepe) kipande chembamba kirefu cha kitambaa au nguo| tepu au ukanda wa kukamatia sauti kwenye tepurekoda| kipande kidogo cha kitambaa cha rangirangi cha kuonyesha cheo cha afisa wa jeshi au polisi na hubandikwa kwenye vazi kifuani au begani,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15750,utepetepe,torturing,"ulaini, uteketeke","hali ya kuwa laini| hali ya kuwa kwa wingi, wingi wa kitu",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15751,utepetevu,false accusation,"ulegevu, uvivu","hali ya ulegevu na uvivu, hali ya kutotaka kufanya kazi",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15752,utesaji,descending,utaabishaji,namna au tendo la kufanya kiumbe kipate maumivu na taabu,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15753,utesi,reed,"uvumi,uhasama",maneno ya uwongo| madai ya uwongo yanayoweza kuleta uadui,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15754,uteremkaji,defense,,tendo la kuteremka| namna au jinsi ya kuteremka,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15755,utete,appointment,zumari,(matete) unyasi mwembamba ambao hutumika kama mrija| unyasi mnene kidogo ambao hutumika kama ala ya muziki,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15756,uteteo,appointment,,"hoja ya kutetea au kupigania mtu, kitu au fikira| namna au tendo la kutetea",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15757,uteule,stability,,namna ya kuteuliwa,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15758,uteuzi,spine,"uteuaji, uchaguzi",namna ya kuchagua,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15759,uthabiti,verification,uimara,"hali ya kutoweza kuharibika au kuvunjika kwa urahisi, hali ya kuwa imara",,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15760,uti,dusting,shina,(nyuti) sehemu ya mmea au mti inayoshikilia matawi; : uti wa mgongo -> pingili za mifupa ya mgongo iliyoungana na kuanzia shingoni mpaka mkiani,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15761,uthibitisho,obedience,"ushahidi, ushuhuda, hakikisho",tendo la kuthibitisha,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15762,utifuaji,roof ridge,,hali au tendo la kutifua au kuchimbua vumbi| hali ya tendo la kuharibu mambo,,0,0,2023-02-19 13:59:52.597+00,2023-02-19 13:59:52.597+00
15763,utii,betrayal,usikivu,"tabia ya adabu au nidhamu, hali, tendo au uwezo wa kufuata amri, tendo la kutii",,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15764,utiko,obedience,mwitiko,(mitiko) upande wa juu wa paa la nyumba,,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15765,utimbakwiri,completion,usaliti,tendo la kuvunja ahadi na kutoa siri za wenzako ili wapate kuumia,,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15766,utiifu,fulfillment,"usikivu, unyenyekevu",hali au tabia ya kufuata kile kinachotakiwa,,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15767,utimilifu,loader,ukamilisho,hali au tendo la kukamilisha jambo au kutimiza masharti yaliyowekwa,,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15768,utimizaji,flow,,ukamilisho,,0,0,2023-02-19 13:59:52.598+00,2023-02-19 13:59:52.598+00
15769,utingo,streaming,taniboi,"mtu anayepakia na kupakua mizigo katika chombo kwa mfano basi, lori na kadhalika| kazi ya msaidizi wa dereva",,0,0,2023-02-19 13:59:52.599+00,2023-02-19 13:59:52.599+00
15770,utiriri,threatening,"mtiririko,utitiri,inda","hali, namna au tendo la kuteremka kwa kitu cha majimaji| hali ya watu au vitu kuja kwa wingi sana au kwa mfululizo| tabia ya mtu kufanya jambo fulani mara kwa mara na kuwaudhi watu",,0,0,2023-02-19 13:59:52.599+00,2023-02-19 13:59:52.599+00
15771,utiririkaji,threat,,"uendeleaji wa jambo, maneno au hadithi bila pingamizi au vizuizi| hali ya kudondoka kwa kitu kiowevu kama maji, machozi au maziwa kwa mfululizo: Utiririkaji wa maji milimani unatokana na mvua nyingi.",,0,0,2023-02-19 13:59:52.599+00,2023-02-19 13:59:52.599+00
15772,utishaji,lice,,kitendo cha kumhofisha mtu au kumkatisha matumaini katika anayoyafanya,,0,0,2023-02-19 13:59:52.599+00,2023-02-19 13:59:52.599+00
15773,utisho,oil,,namna au tendo la kumtisha mtu,,0,0,2023-02-19 13:59:52.599+00,2023-02-19 13:59:52.599+00
15774,utitiri,giving,,"vidudu vidogo kama chawa ambavyo huishi kwa wingi kwenye mwili wa kuku na ndege wengine na kuwaletea ugonjwa| wingi wa vitu au watu, vitu au watu wengi",,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15775,uto,lack of skill,,mafuta ya mbegu za vitu kama ufuta na njugu yanayotumiwa katika kupikia chakula au kutengeneza sabuni : mafuta ya uto -> mafuta ya ufuta| kitu ambacho ni safi na kimetoka katika kitu kingine: uto wa chuma ; uto wa shaba,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15776,utoaji,putty,utoaji wa msaada,namna au tendo la kutoa kitu: utoaji wa zawadi,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15777,utobwe,occurrence,,ukosefu wa umahiri hasa katika mchezo wa bao,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15778,utokazi,vaginal fluid,,nta nyeupe ambayo hutumiwa kuzibia nyufa za vyombo vya udongo,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15779,utokezo,plant fiber,,"kile kinachotokeza, hali ya kutokeza kwa kitu",,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15780,utoko,fishing,,(toko) ute unaotoka katika uke wa mwanamke wakati wa kujamiiana au anapopata hisia za kutaka kujamiiana,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15781,utomondo,plant sap,,nyuzi zinazotokana na mtomondo ambazo hutengenezea mishipi au nyuzi za zeze,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15782,utomvi,silver ornament,uvuvi,kazi ya kuvua samaki,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15783,utomvu,detailed explanation,,ute unaonata au majimaji ya mmea,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15784,utondoti,dripping,,(tondoti) pambo la fedha kama kidani kikubwa kinachovaliwa kifuani mwa mwanamke,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15785,utondoti,eye discharge,utendati,(tondoti) maelezo ya kina yaliyokamilika na yanayokidhi uwazi unaohitajika,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15786,utoneo,street sweeping,,tendo la kutonea| namna ya kutonea,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15787,utongo,escaping,tongotongo,(tongo) uchafu au taka inayotoka machoni,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15788,utopasi,seduction,,kazi ya kufagia na kusafisha mitaani,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15789,utoro,bird species,,"hali au tendo la kutoroka| tabia au hulka ya kuondoka mahali kwa mfano shuleni, mara kwa mara bila ruhusa",,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15790,utongozaji,crown of head,ubembe,ushawishi mwingi wa kumvutia mtu akubali kufanya yale unayotaka| namna au tendo la kumshawishi mtu akubali ujamiiane naye,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15791,utongo,reward for finding lost item,kitongo,(tongo) ndege mdogo wa jamii ya sigi ambao huruka katika makundi,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15792,utosi,childhood,,sehemu ya juu kabisa katikati ya kichwa ambayo kwa mtoto mchanga huwa laini na kuchezacheza,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15793,utotole,childhood,kiangazamacho,zawadi ya kuona kitu kilichopotea ambayo hutolewa kwa aliyekiona,,0,0,2023-02-19 13:59:52.6+00,2023-02-19 13:59:52.6+00
15794,utoto,humanity,,"hali au tabia kama ya mtoto mdogo, kinyume cha ujana au uzee",,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15795,utotoni,adulthood,,"wakati wa kuwa na umri mdogo au miaka michache, wakati wa kuwa mtoto: Utotoni tulikaa sana shambani kwa nyanya yetu.",,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15796,utu,absence,ubinadamu,hali ya kuwa na tabia nzuri ya kiutu; kinyume cha unyama : utu uzima -> hali ya kukua na kukomaa kwa mtu,,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15797,utu uzima,-,,hali ya kukua na kuwa mtu mzima,,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15798,utovu,citrus peel smoke,,"hali ya kuwa bila ya kitu, hali ya kukosa jambo uto wa shabautovu wa adabu -> hali ya kukosa adabu",,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15799,utufyuru,glory,,,,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15800,utufyuu,restlessness,,"moshi unaowasha utokanao na ganda la limau, ndimu au chungwa linapomegwa",,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15801,utukufu,calmness,taadhima,hali ya kuheshimiwa sana,,0,0,2023-02-19 13:59:52.601+00,2023-02-19 13:59:52.601+00
15802,utukutu,entertainment,"usumbi, utundu",hali ya kukosa kutulia,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15803,utulivu,intestine,"amani, uraufu",hali iliyo shwari bila kuwa na matata,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15804,utumbuizaji,lullaby,,"uburudishaji kupitia vitendo vya uigizaji, ushairi, muziki au michezo mingineyo",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15805,utumbo,prophethood,,kitu kama paipu au bomba jembamba la kupitishia chakula mwilini kinachoanzia tumboni na kuishia mkunduni,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15806,utumbuizo,usage,"ufurahishaji, ubembelezaji","(tumbuizo) wimbo mfupi wa kumtuliza mtoto apate kulala| uburudishaji| starehe anayoiona mtu wakati anaposikia sauti za kuburudisha au kufurahisha kwa mfano nyimbo, ngoma au muziki| shairi lenye mistari mingi mirefu ambalo huimbwa bila ya ngoma",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15807,utume,service,unabii,hali au tendo la kupewa madaraka ya kufanya jambo muhimu sana| hali ya kupelekwa na Mungu kutoa habari maalumu za dini,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15808,utumiaji,-,,namna ya kutumia: Utumiaji wa mbolea ya samadi umeongezeka.,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15809,utumishi,slavery,,"hali ya kuajiriwa au kufanya kazi kwa mujibu wa kanuni zilizowekwa, kazi ya mtumishi| idara ya serikali inayohusika na shughuli za kuajiri na kuwaendeleza wafanyakazi au watumishi wa serikali",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15810,utumizi,waist beads,,,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15811,utumwa,restlessness,utwana,mfumo katika jamii wa kumtumia mtu fulani kama kitu cha biashara na kumfanyisha kazi bila malipo| hali ya mtu kumilikiwa kama mali na kutumwa bila malipo yoyote,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15812,utunda,carefulness,kogo,(tunda) aina ya ushanga  unaovaliwa na wanawake kiunoni,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15813,utundu,care,"machachari, utukutu","tabia ya kukosa kutulia, kwa mfano mtoto mdogo",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15814,utunduivu,composing,,hali ya kutunza vitu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15815,utunduizi,impregnation,"uangalifu, utunzaji",utunzaji wa kitu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15816,utungaji,composition,,"namna au tendo la kutunga hadithi, nyimbo, mashairi na kadhalika",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15817,utungisho,maintenance,,namna au tendo la kumfanya mwanamke au mnyama jike ashike mimba,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15818,utungo,poisonous plant sap,,"(tungo) maneno ya kutungwa, kazi ya sanaa inayotumia lugha kwa mfano shairi, utenzi, wimbo, semi na kadhalika",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15819,utunzaji,nakedness,,"namna ya kuweka kitu katika hali inayofaa, ili kidumu",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15820,utupa,calmness,"kiyuyu, kibaazi",utomvu wa mtupa au mnyara unaotumiwa kama sumu ya kuulia samaki,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15821,utupu,haze,uchi,hali ya kuwa bila ya sitara au kuvaa nguo : Utupu wa mtu mzima ni aibu mbele ya watu.| hali ya kitu kwa mfano mfuko au sanduku kutokuwa na kitu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15822,utuvu,emptiness,"upole, ukimya, ushwari, utengemano",utulivu,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15823,utusitusi,perfume,vundevunde,gizagiza linalosababishwa na ukungu hata kumfanya mtu asione vizuri mbali,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15824,utupu,cloth end,,uchi| hali ya kutokuwa na kitu kama vile pesa,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15825,uturi,servitude,manukato,"mafuta mazuri, yenye harufu nzuri, yenye kunukia, kwa mfano haliudi",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15826,utwalio,greeting,,(twalio) ncha ya kanga au kikoi ambayo hushikwa wakati wa kujifunga kiunoni,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15827,utwana,killing,,"hali ya mwanamume kufanywa kama mtumwa, hali ya kuwa mtwana",,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
15828,utweshi,nursing,maamkizi,namna ya kujuliana hali,,0,0,2023-02-19 13:59:52.699+00,2023-02-19 13:59:52.699+00
